# Created At: Mon Aug 05 2024 18:30:13 GMT+0200 (centraleuropeisk sommartid)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?tissues=UBERON%3A0002369&genes=AIF1%2CCST3%2CHLA-DRA%2CHLA-DPA1%2CLYZ%2CHLA-DQB1%2CLST1%2CSAT1%2CHLA-DPB1%2CPSAP%2CCD74%2CTYROBP%2CHLA-DRB1%2CCPVL%2CHLA-DQA1%2CCTSS%2CMS4A6A%2CCALHM6%2CFGL2%2CCSTA%2CGPR183%2CSPI1%2CJAML%2CHLA-DMB%2CRNASE6%2CC1QB%2CNPC2%2CC1QA%2CCD163%2CC1QC%2CMS4A7%2CCTSB%2CGRN%2CC5AR1%2CVSIG4%2CCD14%2CMS4A4A%2CFCER1G%2CPLAUR%2CMAFB%2CLAPTM5%2CLIPA%2CFCGR3A%2CAPOC1%2CCSF1R%2CMPO%2CRETN%2CMS4A3%2CS100A9%2CPRTN3%2CS100A8%2CAZU1%2CPLAC8%2CDEFA4%2CS100P%2CMNDA%2CNUCB2%2CCTSG%2CSRGN%2CDEFA3%2CTREM2%2CCD3E%2CCD3D%2CZFP36L2%2CBTG1%2CCXCR4%2CHLA-B%2CGZMA%2CCD2%2CPTPRC%2CCCL5%2CCST7%2CHLA-C%2CDUSP2%2CCD7%2CIL2RG%2CCYTIP%2CNKG7%2CGZMH%2CHLA-A%2CTNFAIP3%2CLCK%2CCD8A%2CIL32%2CCD3G%2CTRBC2%2CFLT1%2CLDB2%2CEMCN%2CPLVAP%2CCALCRL%2CPTPRB%2CEPAS1%2CKDR%2CST6GALNAC3%2CTGFBR2%2CHSPG2%2CRAMP2%2CEFNB2%2CPRCP%2CCDH5%2CCHRM3%2CA2M%2CEGFL7%2CKIAA1217%2CBTNL9%2CARHGAP29%2CENG%2CPTPRG%2CRASAL2%2CSEC14L1%2CCOL3A1%2CCOL1A2%2CCOL1A1%2CDCN%2CLUM%2CGPC3%2CPOSTN%2CFSTL1%2CMEST%2CSPARC%2CISLR%2COGN%2CCXCL12%2CCOL5A2%2CCOL5A1%2CPCOLCE%2CPLAC9%2CMGP%2CFBN1%2COLFML3%2CSERPINH1%2CCOL12A1%2CCRABP2%2CSULT1E1%2CPRSS35%2CNRXN1%2CNKAIN3%2CNRXN3%2CDST%2CPTPRZ1%2COLFML2A%2CSLC35F1%2CGAS7%2CPLP1%2CLRRTM4%2CQKI%2CPCDH9%2CCDH19%2CSOX5%2CNLGN4X%2CMPZ%2CIL1RAPL1%2CSORCS1%2CNLGN1%2CZNF536%2CTIMP3%2CPARD3B%2CVCAN%2CNAALADL2%2CRBFOX1%2CRGS5_ENSG00000143248%2CSTMN2%2CCACNA2D3%2CCNTN1%2CKCNQ5%2CCNTNAP2%2CDPP6%2CMAP1B%2CCADM2%2CSYT1%2CDLC1%2CCADM1%2CALCAM%2CRBMS3%2CLINGO2%2CUNC5C%2CCHGB%2CBMPR1B%2CTENM3%2CEML5%2CSEMA6D%2CPLXNA4%2CSORBS2%2CCTNNA2%2CFAM155A%2CCHGA%2CCCSER1%2CFGF14%2CAGBL4%2CROBO1%2CMEG3%2CROBO2%2CLSAMP%2CSLC24A2%2CDGKB%2CRALYL%2CMGAT4C%2CCACNB2%2CMAGI2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adrenal gland,natural killer cell,522,0.00%,EGFL7,1.4414564371109009,0.005444236120408013,1
adrenal gland,natural killer cell,522,0.00%,KIAA1217,1.7334017753601074,0.0675964439239015,2
adrenal gland,natural killer cell,522,,BTNL9,,,
adrenal gland,natural killer cell,522,0.00%,ARHGAP29,1.6949586868286133,0.05941229944895881,1
adrenal gland,natural killer cell,522,0.02%,ENG,1.4951629638671875,0.01687781211575851,22
adrenal gland,natural killer cell,522,0.00%,PTPRG,1.7599542140960693,0.07324918939983144,2
adrenal gland,natural killer cell,522,,RASAL2,,,
adrenal gland,natural killer cell,522,0.06%,SEC14L1,1.6046356927780878,0.04018344815327547,84
adrenal gland,natural killer cell,522,,COL3A1,,,
adrenal gland,natural killer cell,522,,COL1A2,,,
adrenal gland,natural killer cell,522,0.00%,COL1A1,2.1094167232513428,0.14764622077153491,2
adrenal gland,natural killer cell,522,,DCN,,,
adrenal gland,natural killer cell,522,0.00%,LUM,1.6469484567642212,0.04919140736844024,1
adrenal gland,natural killer cell,522,,GPC3,,,
adrenal gland,natural killer cell,522,,POSTN,,,
adrenal gland,natural killer cell,522,,FSTL1,,,
adrenal gland,natural killer cell,522,0.00%,MEST,1.4722927411397297,0.012008973161201244,3
adrenal gland,natural killer cell,522,0.00%,SPARC,2.147738456726074,0.15580452998309868,4
adrenal gland,natural killer cell,522,,ISLR,,,
adrenal gland,natural killer cell,522,0.00%,OGN,1.5989607572555542,0.03897531181520913,1
adrenal gland,natural killer cell,522,0.00%,CXCL12,1.5989607572555542,0.03897531181520913,1
adrenal gland,natural killer cell,522,,COL5A2,,,
adrenal gland,natural killer cell,522,,COL5A1,,,
adrenal gland,natural killer cell,522,0.00%,PCOLCE,1.5717309315999348,0.03317835751975703,6
adrenal gland,natural killer cell,522,,PLAC9,,,
adrenal gland,natural killer cell,522,0.00%,MGP,1.678833802541097,0.05597947478028908,6
adrenal gland,natural killer cell,522,,FBN1,,,
adrenal gland,natural killer cell,522,,OLFML3,,,
adrenal gland,natural killer cell,522,0.03%,SERPINH1,1.913549041748047,0.10594797370999134,40
adrenal gland,natural killer cell,522,,COL12A1,,,
adrenal gland,natural killer cell,522,,CRABP2,,,
adrenal gland,natural killer cell,522,,SULT1E1,,,
adrenal gland,natural killer cell,522,,PRSS35,,,
adrenal gland,natural killer cell,522,,NRXN1,,,
adrenal gland,natural killer cell,522,,NKAIN3,,,
adrenal gland,natural killer cell,522,,NRXN3,,,
adrenal gland,natural killer cell,522,0.00%,DST,1.4722623825073242,0.01200251011561465,1
adrenal gland,natural killer cell,522,,PTPRZ1,,,
adrenal gland,natural killer cell,522,,OLFML2A,,,
adrenal gland,natural killer cell,522,,SLC35F1,,,
adrenal gland,natural killer cell,522,0.02%,GAS7,1.5654076167515345,0.03183218778530757,28
adrenal gland,natural killer cell,522,,PLP1,,,
adrenal gland,natural killer cell,522,,LRRTM4,,,
adrenal gland,natural killer cell,522,0.01%,QKI,1.5577704111735027,0.030206304012097073,18
adrenal gland,natural killer cell,522,0.00%,PCDH9,1.9844939708709717,0.1210514311034033,2
adrenal gland,natural killer cell,522,,CDH19,,,
adrenal gland,natural killer cell,522,,SOX5,,,
adrenal gland,natural killer cell,522,,NLGN4X,,,
adrenal gland,natural killer cell,522,0.01%,MPZ,1.5175081491470337,0.02163487591149918,8
adrenal gland,natural killer cell,522,,IL1RAPL1,,,
adrenal gland,natural killer cell,522,,SORCS1,,,
adrenal gland,natural killer cell,522,,NLGN1,,,
adrenal gland,natural killer cell,522,,ZNF536,,,
adrenal gland,natural killer cell,522,,TIMP3,,,
adrenal gland,natural killer cell,522,,PARD3B,,,
adrenal gland,natural killer cell,522,,VCAN,,,
adrenal gland,natural killer cell,522,,NAALADL2,,,
adrenal gland,natural killer cell,522,,RBFOX1,,,
adrenal gland,natural killer cell,522,,RGS5_ENSG00000143248,,,
adrenal gland,natural killer cell,522,,STMN2,,,
adrenal gland,natural killer cell,522,,CACNA2D3,,,
adrenal gland,natural killer cell,522,,CNTN1,,,
adrenal gland,natural killer cell,522,0.00%,KCNQ5,1.5041537284851074,0.01879185490951007,2
adrenal gland,natural killer cell,522,,CNTNAP2,,,
adrenal gland,natural killer cell,522,,DPP6,,,
adrenal gland,natural killer cell,522,,MAP1B,,,
adrenal gland,natural killer cell,522,,CADM2,,,
adrenal gland,natural killer cell,522,,SYT1,,,
adrenal gland,natural killer cell,522,0.00%,DLC1,1.6375398635864258,0.04718841310303529,1
adrenal gland,natural killer cell,522,0.02%,CADM1,1.5832258655178932,0.0356255126133812,31
adrenal gland,natural killer cell,522,0.00%,ALCAM,1.705107053120931,0.061572783923376714,3
adrenal gland,natural killer cell,522,,RBMS3,,,
adrenal gland,natural killer cell,522,0.00%,LINGO2,1.496269941329956,0.01711347641412469,1
adrenal gland,natural killer cell,522,,UNC5C,,,
adrenal gland,natural killer cell,522,0.00%,CHGB,1.5506874322891235,0.02869840949276787,1
adrenal gland,natural killer cell,522,,BMPR1B,,,
adrenal gland,natural killer cell,522,,TENM3,,,
adrenal gland,natural killer cell,522,,EML5,,,
adrenal gland,natural killer cell,522,,SEMA6D,,,
adrenal gland,natural killer cell,522,0.00%,PLXNA4,1.443846066792806,0.005952964094808412,3
adrenal gland,natural killer cell,522,0.00%,SORBS2,1.693901824951172,0.059187304251500795,5
adrenal gland,natural killer cell,522,,CTNNA2,,,
adrenal gland,natural killer cell,522,,FAM155A,,,
adrenal gland,natural killer cell,522,,CHGA,,,
adrenal gland,natural killer cell,522,0.00%,CCSER1,1.8368992805480957,0.08963001530463746,1
adrenal gland,natural killer cell,522,,FGF14,,,
adrenal gland,natural killer cell,522,,AGBL4,,,
adrenal gland,natural killer cell,522,,ROBO1,,,
adrenal gland,natural killer cell,522,,MEG3,,,
adrenal gland,natural killer cell,522,,ROBO2,,,
adrenal gland,natural killer cell,522,,LSAMP,,,
adrenal gland,natural killer cell,522,,SLC24A2,,,
adrenal gland,natural killer cell,522,,DGKB,,,
adrenal gland,natural killer cell,522,,RALYL,,,
adrenal gland,natural killer cell,522,,MGAT4C,,,
adrenal gland,natural killer cell,522,,CACNB2,,,
adrenal gland,natural killer cell,522,,MAGI2,,,
adrenal gland,neutrophil,52,0.02%,AIF1,2.615808429140033,0.25545188988447537,33
adrenal gland,neutrophil,52,0.00%,CST3,1.7327577590942382,0.06745933937883436,5
adrenal gland,neutrophil,52,0.01%,HLA-DRA,2.72047487894694,0.2777343177439669,12
adrenal gland,neutrophil,52,0.00%,HLA-DPA1,1.730334758758545,0.06694350712997894,3
adrenal gland,neutrophil,52,0.04%,LYZ,4.882358703613281,0.7379775041002365,50
adrenal gland,neutrophil,52,0.00%,HLA-DQB1,2.5631051063537598,0.24423188586115044,1
adrenal gland,neutrophil,52,0.01%,LST1,2.2875864846365794,0.18557675975641003,14
adrenal gland,neutrophil,52,0.02%,SAT1,2.238114776611328,0.17504473380929753,25
adrenal gland,neutrophil,52,,HLA-DPB1,,,
adrenal gland,neutrophil,52,0.02%,PSAP,2.1803407214936756,0.16274522219230536,21
adrenal gland,neutrophil,52,0.01%,CD74,2.766010284423828,0.2874283447169206,14
adrenal gland,neutrophil,52,0.01%,TYROBP,2.317991256713867,0.19204962801215303,20
adrenal gland,neutrophil,52,0.01%,HLA-DRB1,2.4768081665039063,0.22586014075804725,10
adrenal gland,neutrophil,52,0.00%,CPVL,2.0362443923950195,0.13206857209208886,5
adrenal gland,neutrophil,52,,HLA-DQA1,,,
adrenal gland,neutrophil,52,0.01%,CTSS,2.159010750906808,0.15820428732995193,7
adrenal gland,neutrophil,52,0.01%,MS4A6A,2.5543883187430247,0.242376169999372,7
adrenal gland,neutrophil,52,0.00%,CALHM6,1.5926905870437622,0.03764045603602927,1
adrenal gland,neutrophil,52,,FGL2,,,
adrenal gland,neutrophil,52,0.02%,CSTA,2.489790916442871,0.2286240368247094,32
adrenal gland,neutrophil,52,0.00%,GPR183,2.0402759552001952,0.13292685101081655,5
adrenal gland,neutrophil,52,0.01%,SPI1,2.006674357822963,0.1257734110030286,7
adrenal gland,neutrophil,52,0.00%,JAML,1.7892638444900513,0.07948891307486876,1
adrenal gland,neutrophil,52,,HLA-DMB,,,
adrenal gland,neutrophil,52,0.00%,RNASE6,2.2521764755249025,0.17803832719286652,5
adrenal gland,neutrophil,52,0.00%,C1QB,2.863252639770508,0.30813025800333493,2
adrenal gland,neutrophil,52,0.01%,NPC2,2.1734952290852863,0.1612878861401699,15
adrenal gland,neutrophil,52,0.00%,C1QA,2.420522689819336,0.21387753242390778,2
adrenal gland,neutrophil,52,,CD163,,,
adrenal gland,neutrophil,52,0.00%,C1QC,1.7892638444900513,0.07948891307486876,1
adrenal gland,neutrophil,52,0.00%,MS4A7,1.730334758758545,0.06694350712997894,3
adrenal gland,neutrophil,52,0.01%,CTSB,2.2481491565704346,0.17718095174700352,8
adrenal gland,neutrophil,52,0.00%,GRN,2.049818992614746,0.1349584670935484,4
adrenal gland,neutrophil,52,0.00%,C5AR1,2.220900058746338,0.17137989460193165,4
adrenal gland,neutrophil,52,0.00%,VSIG4,1.7892638444900513,0.07948891307486876,1
adrenal gland,neutrophil,52,,CD14,,,
adrenal gland,neutrophil,52,0.00%,MS4A4A,2.7697806358337402,0.2882310143732554,1
adrenal gland,neutrophil,52,0.02%,FCER1G,2.7080469546110733,0.27508853843294556,23
adrenal gland,neutrophil,52,0.00%,PLAUR,1.925657033920288,0.10852564270133462,4
adrenal gland,neutrophil,52,,MAFB,,,
adrenal gland,neutrophil,52,0.02%,LAPTM5,2.4715793316180887,0.22474697473065863,26
adrenal gland,neutrophil,52,0.00%,LIPA,1.8707044124603271,0.09682678575500182,2
adrenal gland,neutrophil,52,0.00%,FCGR3A,2.280301809310913,0.18402592610605278,1
adrenal gland,neutrophil,52,0.00%,APOC1,2.0999656677246095,0.14563418670179246,5
adrenal gland,neutrophil,52,,CSF1R,,,
adrenal gland,neutrophil,52,0.03%,MPO,4.191800494526708,0.5909646503621151,43
adrenal gland,neutrophil,52,0.03%,RETN,2.735271453857422,0.28088435878977125,38
adrenal gland,neutrophil,52,0.03%,MS4A3,2.7482291773745886,0.28364292698451904,38
adrenal gland,neutrophil,52,0.03%,S100A9,4.3650775909423825,0.627853590492476,40
adrenal gland,neutrophil,52,0.03%,PRTN3,3.9506303941881336,0.5396219768256137,37
adrenal gland,neutrophil,52,0.03%,S100A8,4.890550885881696,0.7397215367940416,35
adrenal gland,neutrophil,52,0.02%,AZU1,3.5126623265883503,0.44638300780491147,34
adrenal gland,neutrophil,52,0.03%,PLAC8,2.740930410531851,0.28208909339279425,39
adrenal gland,neutrophil,52,0.02%,DEFA4,4.477517127990723,0.6517908299560901,32
adrenal gland,neutrophil,52,0.02%,S100P,2.6828285955613658,0.269719805020314,31
adrenal gland,neutrophil,52,0.02%,MNDA,2.644844818115234,0.26163344322686605,30
adrenal gland,neutrophil,52,0.02%,NUCB2,2.6140165889964386,0.2550704252526947,34
adrenal gland,neutrophil,52,0.02%,CTSG,3.2585642678397044,0.3922881027637173,28
adrenal gland,neutrophil,52,0.03%,SRGN,4.364544868469238,0.6277401792695019,48
adrenal gland,neutrophil,52,0.02%,DEFA3,6.113147583007812,1,25
adrenal gland,neutrophil,52,0.00%,TREM2,2.395172595977783,0.20848075400734908,1
adrenal gland,neutrophil,52,,CD3E,,,
adrenal gland,neutrophil,52,,CD3D,,,
adrenal gland,neutrophil,52,0.01%,ZFP36L2,2.2505220112047697,0.17768610848355257,19
adrenal gland,neutrophil,52,0.01%,BTG1,2.4199970245361326,0.21376562360524787,10
adrenal gland,neutrophil,52,0.01%,CXCR4,2.0553015300205777,0.13612564381978473,7
adrenal gland,neutrophil,52,0.01%,HLA-B,2.780956506729126,0.2906102441785353,8
adrenal gland,neutrophil,52,,GZMA,,,
adrenal gland,neutrophil,52,,CD2,,,
adrenal gland,neutrophil,52,0.00%,PTPRC,1.8742744127909343,0.09758680269425857,3
adrenal gland,neutrophil,52,0.00%,CCL5,2.18179988861084,0.16305586410366413,4
adrenal gland,neutrophil,52,0.01%,CST7,2.6037276772891773,0.25288002008186217,17
adrenal gland,neutrophil,52,0.01%,HLA-C,2.1350016593933105,0.15309299473706856,12
adrenal gland,neutrophil,52,0.00%,DUSP2,2.348484992980957,0.19854143584351938,1
adrenal gland,neutrophil,52,0.00%,CD7,2.114884614944458,0.14881027957375975,1
adrenal gland,neutrophil,52,0.00%,IL2RG,1.6875858306884766,0.057842692995658,3
adrenal gland,neutrophil,52,,CYTIP,,,
adrenal gland,neutrophil,52,0.02%,NKG7,2.5665191650390624,0.2449587044023704,25
adrenal gland,neutrophil,52,,GZMH,,,
adrenal gland,neutrophil,52,0.01%,HLA-A,2.306341383192274,0.18956948784502214,9
adrenal gland,neutrophil,52,0.00%,TNFAIP3,2.1028695106506348,0.14625238547163538,2
adrenal gland,neutrophil,52,,LCK,,,
adrenal gland,neutrophil,52,,CD8A,,,
adrenal gland,neutrophil,52,0.00%,IL32,2.375915288925171,0.20438106823450083,1
adrenal gland,neutrophil,52,,CD3G,,,
adrenal gland,neutrophil,52,0.00%,TRBC2,2.114884614944458,0.14881027957375975,1
adrenal gland,neutrophil,52,0.00%,FLT1,1.771629810333252,0.07573480567277781,1
adrenal gland,neutrophil,52,0.00%,LDB2,1.8652153015136719,0.09565820958845336,2
adrenal gland,neutrophil,52,0.00%,EMCN,2.061566925048828,0.13745948301071712,5
adrenal gland,neutrophil,52,0.00%,PLVAP,2.356269200642904,0.200198614872622,3
adrenal gland,neutrophil,52,,CALCRL,,,
adrenal gland,neutrophil,52,0.00%,PTPRB,1.6155458688735962,0.04250611422469573,1
adrenal gland,neutrophil,52,0.00%,EPAS1,1.783221960067749,0.07820265702984476,2
adrenal gland,neutrophil,52,0.00%,KDR,2.1511011123657227,0.15652040533613693,2
adrenal gland,neutrophil,52,,ST6GALNAC3,,,
adrenal gland,neutrophil,52,0.00%,TGFBR2,1.8554049730300903,0.09356968994231461,4
adrenal gland,neutrophil,52,0.00%,HSPG2,1.771629810333252,0.07573480567277781,1
adrenal gland,neutrophil,52,0.00%,RAMP2,2.4756784439086914,0.22561963425118134,4
adrenal gland,neutrophil,52,0.00%,EFNB2,1.925710678100586,0.10853706300439996,2
adrenal gland,neutrophil,52,0.00%,PRCP,2.09478874206543,0.14453207162339407,5
adrenal gland,neutrophil,52,0.00%,CDH5,2.375915288925171,0.20438106823450083,1
adrenal gland,neutrophil,52,0.00%,CHRM3,2.2040088176727295,0.16778392032961884,1
adrenal gland,neutrophil,52,0.01%,A2M,2.484582083565848,0.22751512902255755,7
adrenal gland,neutrophil,52,0.00%,EGFL7,2.32906551361084,0.19440722522558207,5
adrenal gland,neutrophil,52,,KIAA1217,,,
adrenal gland,neutrophil,52,,BTNL9,,,
adrenal gland,neutrophil,52,,ARHGAP29,,,
adrenal gland,neutrophil,52,0.00%,ENG,1.6935877799987793,0.05912044725951114,2
adrenal gland,neutrophil,52,0.00%,PTPRG,1.7892638444900513,0.07948891307486876,1
adrenal gland,neutrophil,52,0.00%,RASAL2,1.9838051795959473,0.1209047944120443,2
adrenal gland,neutrophil,52,,SEC14L1,,,
adrenal gland,neutrophil,52,0.01%,COL3A1,2.968621359931098,0.3305621921136134,9
adrenal gland,neutrophil,52,0.01%,COL1A2,2.832835457541726,0.30165474775193907,11
adrenal gland,neutrophil,52,0.00%,COL1A1,2.953131675720215,0.327264595112549,6
adrenal gland,neutrophil,52,0.00%,DCN,2.0769771575927733,0.1407401655560019,5
adrenal gland,neutrophil,52,0.00%,LUM,2.538668155670166,0.23902950638121515,3
adrenal gland,neutrophil,52,0.00%,GPC3,2.366380055745443,0.20235111359437793,3
adrenal gland,neutrophil,52,0.00%,POSTN,2.21384334564209,0.1698775918013626,2
adrenal gland,neutrophil,52,0.00%,FSTL1,2.2162294387817383,0.17038556688170908,4
adrenal gland,neutrophil,52,0.01%,MEST,2.095424243382045,0.14466736342194286,7
adrenal gland,neutrophil,52,0.01%,SPARC,2.389784049987793,0.2073335871022805,20
adrenal gland,neutrophil,52,0.00%,ISLR,2.2431666056315103,0.17612021707932687,3
adrenal gland,neutrophil,52,0.00%,OGN,2.07979154586792,0.14133932033602212,1
adrenal gland,neutrophil,52,0.00%,CXCL12,2.362800359725952,0.20158903254108568,2
adrenal gland,neutrophil,52,0.00%,COL5A2,2.390350818634033,0.2074542464109335,2
adrenal gland,neutrophil,52,0.00%,COL5A1,2.3578598499298096,0.20053724800721878,4
adrenal gland,neutrophil,52,0.00%,PCOLCE,2.047107696533203,0.13438125959817468,2
adrenal gland,neutrophil,52,0.00%,PLAC9,2.027973175048828,0.13030771363012045,3
adrenal gland,neutrophil,52,0.00%,MGP,2.2767419815063477,0.18326807479463658,4
adrenal gland,neutrophil,52,0.00%,FBN1,2.04329252243042,0.13356904764416747,2
adrenal gland,neutrophil,52,0.00%,OLFML3,2.2447948455810547,0.17646685288555322,2
adrenal gland,neutrophil,52,0.01%,SERPINH1,2.44553542137146,0.2192024898234111,8
adrenal gland,neutrophil,52,0.00%,COL12A1,2.250129461288452,0.17760253857927347,1
adrenal gland,neutrophil,52,0.00%,CRABP2,2.747927188873291,0.28357863668894706,2
adrenal gland,neutrophil,52,0.00%,SULT1E1,3.107609987258911,0.36015146420065974,1
adrenal gland,neutrophil,52,,PRSS35,,,
adrenal gland,neutrophil,52,,NRXN1,,,
adrenal gland,neutrophil,52,,NKAIN3,,,
adrenal gland,neutrophil,52,,NRXN3,,,
adrenal gland,neutrophil,52,0.00%,DST,1.8040428161621094,0.08263520656937087,2
adrenal gland,neutrophil,52,,PTPRZ1,,,
adrenal gland,neutrophil,52,,OLFML2A,,,
adrenal gland,neutrophil,52,,SLC35F1,,,
adrenal gland,neutrophil,52,0.00%,GAS7,1.9508981704711914,0.11389922521344503,1
adrenal gland,neutrophil,52,,PLP1,,,
adrenal gland,neutrophil,52,,LRRTM4,,,
adrenal gland,neutrophil,52,0.01%,QKI,1.8379783630371094,0.08985974104540966,8
adrenal gland,neutrophil,52,,PCDH9,,,
adrenal gland,neutrophil,52,,CDH19,,,
adrenal gland,neutrophil,52,,SOX5,,,
adrenal gland,neutrophil,52,,NLGN4X,,,
adrenal gland,neutrophil,52,,MPZ,,,
adrenal gland,neutrophil,52,,IL1RAPL1,,,
adrenal gland,neutrophil,52,,SORCS1,,,
adrenal gland,neutrophil,52,0.00%,NLGN1,2.4097979068756104,0.2115943346781818,1
adrenal gland,neutrophil,52,0.00%,ZNF536,2.1775574684143066,0.16215269578035424,1
adrenal gland,neutrophil,52,0.00%,TIMP3,2.1027148564656577,0.1462194611608722,3
adrenal gland,neutrophil,52,,PARD3B,,,
adrenal gland,neutrophil,52,0.00%,VCAN,2.493234475453695,0.22935713568666694,6
adrenal gland,neutrophil,52,,NAALADL2,,,
adrenal gland,neutrophil,52,,RBFOX1,,,
adrenal gland,neutrophil,52,,RGS5_ENSG00000143248,,,
adrenal gland,neutrophil,52,0.00%,STMN2,2.335588296254476,0.1957958596348708,6
adrenal gland,neutrophil,52,0.00%,CACNA2D3,1.8814369837443035,0.09911164155954322,3
adrenal gland,neutrophil,52,,CNTN1,,,
adrenal gland,neutrophil,52,0.00%,KCNQ5,1.698919137318929,0.06025543927556372,3
adrenal gland,neutrophil,52,,CNTNAP2,,,
adrenal gland,neutrophil,52,,DPP6,,,
adrenal gland,neutrophil,52,0.00%,MAP1B,1.5262919664382935,0.023504861713869774,2
adrenal gland,neutrophil,52,,CADM2,,,
adrenal gland,neutrophil,52,,SYT1,,,
adrenal gland,neutrophil,52,0.01%,DLC1,2.2701594829559326,0.18186672747316518,8
adrenal gland,neutrophil,52,0.00%,CADM1,1.807297706604004,0.0833281398024734,2
adrenal gland,neutrophil,52,0.00%,ALCAM,1.7892638444900513,0.07948891307486876,1
adrenal gland,neutrophil,52,0.00%,RBMS3,2.003697395324707,0.1251396458162837,1
adrenal gland,neutrophil,52,,LINGO2,,,
adrenal gland,neutrophil,52,,UNC5C,,,
adrenal gland,neutrophil,52,0.00%,CHGB,3.0133252143859863,0.3400791902899146,2
adrenal gland,neutrophil,52,,BMPR1B,,,
adrenal gland,neutrophil,52,,TENM3,,,
adrenal gland,neutrophil,52,0.00%,EML5,2.222508192062378,0.1717222499093794,1
adrenal gland,neutrophil,52,,SEMA6D,,,
adrenal gland,neutrophil,52,,PLXNA4,,,
adrenal gland,neutrophil,52,,SORBS2,,,
adrenal gland,neutrophil,52,,CTNNA2,,,
adrenal gland,neutrophil,52,,FAM155A,,,
adrenal gland,neutrophil,52,0.00%,CHGA,2.202616500854492,0.16748751017032548,5
adrenal gland,neutrophil,52,,CCSER1,,,
adrenal gland,neutrophil,52,,FGF14,,,
adrenal gland,neutrophil,52,,AGBL4,,,
adrenal gland,neutrophil,52,,ROBO1,,,
adrenal gland,neutrophil,52,0.01%,MEG3,2.4924117497035434,0.22918198570107257,7
adrenal gland,neutrophil,52,,ROBO2,,,
adrenal gland,neutrophil,52,0.00%,LSAMP,2.280301809310913,0.18402592610605278,1
adrenal gland,neutrophil,52,,SLC24A2,,,
adrenal gland,neutrophil,52,,DGKB,,,
adrenal gland,neutrophil,52,,RALYL,,,
adrenal gland,neutrophil,52,,MGAT4C,,,
adrenal gland,neutrophil,52,,CACNB2,,,
adrenal gland,neutrophil,52,,MAGI2,,,
adrenal gland,myeloid cell,4556,1.59%,AIF1,2.850003798479195,0.30530971378080557,2211
adrenal gland,myeloid cell,4556,2.24%,CST3,3.3698298160822926,0.4159754118922499,3123
adrenal gland,myeloid cell,4556,1.55%,HLA-DRA,3.771863695301604,0.5015643558881767,2151
adrenal gland,myeloid cell,4556,1.33%,HLA-DPA1,3.3748957069174756,0.41705388878037664,1854
adrenal gland,myeloid cell,4556,1.31%,LYZ,3.1298244223121228,0.36488069259644207,1823
adrenal gland,myeloid cell,4556,0.91%,HLA-DQB1,2.927494662793277,0.3218067345265521,1268
adrenal gland,myeloid cell,4556,1.05%,LST1,2.424738225141074,0.2147749772294692,1462
adrenal gland,myeloid cell,4556,2.11%,SAT1,3.5199460730088497,0.4479336437007599,2938
adrenal gland,myeloid cell,4556,1.23%,HLA-DPB1,3.2466418556738623,0.389749941877525,1714
adrenal gland,myeloid cell,4556,2.24%,PSAP,3.339127959812821,0.4094392974187099,3112
adrenal gland,myeloid cell,4556,1.82%,CD74,4.169256808917984,0.5861653278553312,2530
adrenal gland,myeloid cell,4556,2.05%,TYROBP,3.3573641488501225,0.4133215975005925,2859
adrenal gland,myeloid cell,4556,1.60%,HLA-DRB1,3.434481931843638,0.4297391930090583,2232
adrenal gland,myeloid cell,4556,0.99%,CPVL,2.374102346292028,0.2039951110962686,1383
adrenal gland,myeloid cell,4556,0.69%,HLA-DQA1,2.922318568710978,0.3207047964824554,961
adrenal gland,myeloid cell,4556,1.68%,CTSS,2.8106697301623447,0.29693588872695637,2333
adrenal gland,myeloid cell,4556,1.23%,MS4A6A,2.6945914599723193,0.2722239998042357,1716
adrenal gland,myeloid cell,4556,0.53%,CALHM6,2.1725609425283707,0.16108898598789598,738
adrenal gland,myeloid cell,4556,0.75%,FGL2,2.247533289347409,0.17704983984826794,1042
adrenal gland,myeloid cell,4556,0.53%,CSTA,2.168475441310717,0.16021922412704961,736
adrenal gland,myeloid cell,4556,0.92%,GPR183,2.6531866255118954,0.2634093295961543,1282
adrenal gland,myeloid cell,4556,0.78%,SPI1,2.236188648365162,0.17463468059957743,1080
adrenal gland,myeloid cell,4556,0.26%,JAML,1.9655473310868818,0.11701788324783349,364
adrenal gland,myeloid cell,4556,0.76%,HLA-DMB,2.2515451501384307,0.17790392440758168,1061
adrenal gland,myeloid cell,4556,0.75%,RNASE6,2.2728815709641657,0.18244623246050867,1043
adrenal gland,myeloid cell,4556,1.56%,C1QB,3.5738659027857635,0.45941262975041247,2174
adrenal gland,myeloid cell,4556,2.03%,NPC2,3.010327657963389,0.3394410408651037,2827
adrenal gland,myeloid cell,4556,1.55%,C1QA,3.4291464009546195,0.4286033124824332,2154
